match_id,radiant_win,radiant_team,dire_team,start_time,avg_mmr,num_mmr,game_mode,duration,dire_score,radiant_score
5635735465,True,"91,72,23,86,104","58,21,126,1,97",1601385041,6260,2,2,1600,8,25
5584234772,True,"86,126,128,104,10","110,40,88,95,39",1598357202,6220,3,2,1863,8,26
5541668096,False,"69,87,121,106,67","86,109,120,85,74",1596010271,6040,7,2,2479,30,23
5541246636,True,"19,109,43,111,106","126,86,64,12,2",1595980687,6220,1,2,1415,11,29
5609506169,False,"121,108,86,10,7","21,83,19,53,114",1599822778,6360,9,2,2138,43,22
5554730559,False,"58,64,51,1,13","100,69,75,39,46",1596700848,6200,1,2,1468,27,2
5497297373,False,"51,106,79,129,54","7,87,126,65,12",1593783626,6120,9,2,2195,29,15
5549422058,True,"5,55,88,23,67","106,84,38,86,48",1596393585,6200,2,2,2496,26,39
5626334991,False,"128,41,103,55,106","107,40,84,42,23",1600795806,6100,5,2,2407,31,26
5627801988,True,"121,97,33,63,126","58,65,79,38,109",1600889192,6480,1,2,2655,18,44
5555499352,False,"106,85,51,53,1","110,40,3,41,10",1596734820,6120,4,2,1767,21,11
5585871242,True,"86,106,67,129,68","111,21,70,36,73",1598450569,6340,9,2,1772,14,42
5615681403,True,"128,1,31,96,25","110,83,38,67,39",1600173046,6040,7,2,1902,22,24
5577184403,False,"110,97,87,28,70","86,69,58,56,126",1597953584,6360,7,2,1911,51,15
5635651005,True,"129,90,106,17,107","86,28,79,36,46",1601381023,6320,7,2,1986,34,34
5577866550,False,"110,88,31,8,53","84,5,9,4,52",1598005312,6240,5,2,1921,38,34
5596233292,False,"120,86,72,111,107","40,97,19,10,126",1599026501,6320,8,2,2970,27,37
5564921307,False,"86,120,128,106,95","110,126,64,1,129",1597251729,6300,2,2,1801,30,14
5627766264,False,"129,1,30,101,108","110,126,2,46,21",1600887125,6420,2,2,1710,31,8
5642902680,True,"128,107,103,114,39","19,111,98,95,17",1601822345,6000,2,2,2411,15,38
5495724403,True,"38,53,3,52,21","58,46,120,29,70",1593687249,6180,2,2,2340,18,30
5582159096,True,"19,55,5,18,89","69,100,79,65,70",1598228683,6400,2,2,1936,25,34
5614034198,True,"110,126,83,18,57","97,128,19,21,98",1600071049,6120,2,2,4834,34,50
5529371381,True,"41,86,129,128,35","110,7,87,76,53",1595406279,6440,3,2,2242,7,24
5619704715,True,"88,55,67,30,43","128,86,29,10,7",1600430207,6280,2,2,2330,16,26
5630283911,True,"19,111,4,1,88","58,67,107,17,104",1601051469,6040,7,2,2190,17,31
5550403647,True,"110,41,129,64,47","121,19,108,1,36",1596456097,6320,8,2,1928,11,40
5588997132,False,"58,109,20,108,11","86,126,16,10,121",1598629196,6240,6,2,2445,48,28
5506924246,True,"84,112,91,72,19","9,20,48,49,7",1594385419,6380,6,2,2155,9,24
5600737167,True,"109,20,66,16,97","40,79,64,1,52",1599301832,6340,8,2,1891,13,17
5579224261,False,"69,25,96,6,51","111,1,86,104,39",1598080064,6420,6,2,2212,35,19
5632836429,False,"107,111,67,53,17","19,22,85,109,4",1601204014,6300,4,2,1776,26,11
5628941055,True,"97,25,103,1,23","110,41,52,108,21",1600965034,6300,2,2,2183,26,43
5549483147,False,"85,67,86,28,52","120,74,5,43,114",1596396592,6420,3,2,2176,44,24
5610855062,True,"126,19,79,6,28","86,108,41,128,76",1599897914,6240,0,2,2125,13,34
5587171826,False,"86,106,109,37,57","51,5,52,17,18",1598531060,6160,9,2,1701,43,9
5601698346,True,"40,107,52,38,8","37,106,43,88,44",1599345613,6080,7,2,1729,17,34
5578333805,False,"110,83,66,74,19","69,53,9,61,70",1598024774,6120,2,2,2812,32,22
5577383822,False,"19,87,65,89,78","86,38,67,111,104",1597969508,6240,7,2,2463,36,13
5494251692,False,"39,100,53,31,1","49,9,3,126,120",1593593481,6400,0,2,1771,35,17
5626316380,True,"86,126,121,95,96","87,1,120,103,99",1600794899,6220,3,2,2341,20,34
5626391924,False,"19,111,51,65,44","58,74,100,96,12",1600798734,6420,2,2,1949,42,18
5646719891,True,"20,106,86,80,19","100,129,128,52,54",1602064093,6180,9,2,1530,13,31
5643960515,False,"100,22,4,55,32","20,101,47,41,129",1601893190,6480,9,2,3704,46,39
5575636013,True,"86,104,37,12,106","40,107,31,41,126",1597861822,6480,7,2,2191,12,29
