match_id,start_time,win,hero_id,account_id,leaguename
5457678076,1591474382,true,30,81306398,Movistar Liga Pro Gaming Season 4
5457678076,1591474382,true,70,86822085,Movistar Liga Pro Gaming Season 4
5457678076,1591474382,true,120,117956848,Movistar Liga Pro Gaming Season 4
5457680513,1591473942,false,111,186837494,Movistar Liga Pro Gaming Season 4
5457680513,1591473942,false,120,155332459,Movistar Liga Pro Gaming Season 4
5457680513,1591473942,false,49,59463394,Movistar Liga Pro Gaming Season 4
5457680513,1591473942,false,33,407321629,Movistar Liga Pro Gaming Season 4
5457680513,1591473942,false,72,95825708,Movistar Liga Pro Gaming Season 4
5457680513,1591473942,true,79,99672424,Movistar Liga Pro Gaming Season 4
5457680513,1591473942,true,86,942606312,Movistar Liga Pro Gaming Season 4
5457680513,1591473942,true,4,139705639,Movistar Liga Pro Gaming Season 4
5457680513,1591473942,true,51,878212255,Movistar Liga Pro Gaming Season 4
5457680513,1591473942,true,36,153836240,Movistar Liga Pro Gaming Season 4
5457776382,1591478942,false,121,100175472,Movistar Liga Pro Gaming Season 4
5457776382,1591478942,false,23,911671153,Movistar Liga Pro Gaming Season 4
5457776382,1591478942,false,120,118073569,Movistar Liga Pro Gaming Season 4
5457776382,1591478942,false,32,249651648,Movistar Liga Pro Gaming Season 4
5457776382,1591478942,false,107,101779337,Movistar Liga Pro Gaming Season 4
5457776382,1591478942,true,86,105045291,Movistar Liga Pro Gaming Season 4
5457776382,1591478942,true,49,153581591,Movistar Liga Pro Gaming Season 4
5457776382,1591478942,true,8,86822085,Movistar Liga Pro Gaming Season 4
5457776382,1591478942,true,3,81306398,Movistar Liga Pro Gaming Season 4
5457776382,1591478942,true,126,117956848,Movistar Liga Pro Gaming Season 4
5457784200,1591479379,false,90,186837494,Movistar Liga Pro Gaming Season 4
5457784200,1591479379,false,107,155332459,Movistar Liga Pro Gaming Season 4
5457784200,1591479379,false,49,59463394,Movistar Liga Pro Gaming Season 4
5457784200,1591479379,false,102,407321629,Movistar Liga Pro Gaming Season 4
5457784200,1591479379,false,67,95825708,Movistar Liga Pro Gaming Season 4
5457784200,1591479379,true,64,99672424,Movistar Liga Pro Gaming Season 4
5457784200,1591479379,true,128,942606312,Movistar Liga Pro Gaming Season 4
5457784200,1591479379,true,106,139705639,Movistar Liga Pro Gaming Season 4
5457784200,1591479379,true,51,878212255,Movistar Liga Pro Gaming Season 4
5457784200,1591479379,true,93,153836240,Movistar Liga Pro Gaming Season 4
5458042605,1591497625,false,86,170639894,Asian DOTA2 Gold Occupation  Competition
5458042605,1591497625,false,25,152707258,Asian DOTA2 Gold Occupation  Competition
5458042605,1591497625,false,84,144862244,Asian DOTA2 Gold Occupation  Competition
5458042605,1591497625,false,104,276941706,Asian DOTA2 Gold Occupation  Competition
5458042605,1591497625,false,77,381836070,Asian DOTA2 Gold Occupation  Competition
5458042605,1591497625,true,39,293705213,Asian DOTA2 Gold Occupation  Competition
5458042605,1591497625,true,112,1048431936,Asian DOTA2 Gold Occupation  Competition
5458042605,1591497625,true,96,261192588,Asian DOTA2 Gold Occupation  Competition
5458042605,1591497625,true,64,397025016,Asian DOTA2 Gold Occupation  Competition
5458042605,1591497625,true,41,397740756,Asian DOTA2 Gold Occupation  Competition
5458072899,1591499321,false,90,3940262,World E-sports Legendary League
5458072899,1591499321,false,19,155494381,World E-sports Legendary League
5458072899,1591499321,false,106,164532005,World E-sports Legendary League
5458072899,1591499321,false,109,152545459,World E-sports Legendary League
5458072899,1591499321,false,50,87012746,World E-sports Legendary League
5458072899,1591499321,true,66,224568561,World E-sports Legendary League
5458072899,1591499321,true,54,169416589,World E-sports Legendary League
5458072899,1591499321,true,39,74168980,World E-sports Legendary League
5458072899,1591499321,true,13,320207650,World E-sports Legendary League
5458072899,1591499321,true,51,220219886,World E-sports Legendary League
5458098477,1591500761,false,34,1048431936,Asian DOTA2 Gold Occupation  Competition
5458098477,1591500761,false,64,397025016,Asian DOTA2 Gold Occupation  Competition
5458098477,1591500761,false,95,397740756,Asian DOTA2 Gold Occupation  Competition
5458098477,1591500761,false,104,261192588,Asian DOTA2 Gold Occupation  Competition
5458098477,1591500761,false,62,293705213,Asian DOTA2 Gold Occupation  Competition
5458098477,1591500761,true,74,170639894,Asian DOTA2 Gold Occupation  Competition
5458098477,1591500761,true,83,144862244,Asian DOTA2 Gold Occupation  Competition
5458098477,1591500761,true,86,152707258,Asian DOTA2 Gold Occupation  Competition
5458098477,1591500761,true,76,276941706,Asian DOTA2 Gold Occupation  Competition
5458098477,1591500761,true,53,381836070,Asian DOTA2 Gold Occupation  Competition
5458114529,1591502452,true,106,345803031,ONE Esports Dota 2 SEA League
5458114529,1591502452,true,1,100594231,ONE Esports Dota 2 SEA League
5458114529,1591502452,true,83,192914280,ONE Esports Dota 2 SEA League
5458114529,1591502452,true,53,324277900,ONE Esports Dota 2 SEA League
5458114529,1591502452,true,110,148526973,ONE Esports Dota 2 SEA League
5458114529,1591502452,false,120,196931374,ONE Esports Dota 2 SEA League
5458114529,1591502452,false,7,206144913,ONE Esports Dota 2 SEA League
5458114529,1591502452,false,94,126598297,ONE Esports Dota 2 SEA League
5458114529,1591502452,false,20,332232914,ONE Esports Dota 2 SEA League
5458114529,1591502452,false,50,129645604,ONE Esports Dota 2 SEA League
5458126767,1591502433,false,39,184950344,BTS Dota 2 Online
5458126767,1591502433,false,120,94281932,BTS Dota 2 Online
5458126767,1591502433,false,110,136829091,BTS Dota 2 Online
5458126767,1591502433,false,10,132309493,BTS Dota 2 Online
5458126767,1591502433,false,7,121404228,BTS Dota 2 Online
5458126767,1591502433,true,68,89603649,BTS Dota 2 Online
5458126767,1591502433,true,46,118233883,BTS Dota 2 Online
5458126767,1591502433,true,83,91644707,BTS Dota 2 Online
5458126767,1591502433,true,9,343084576,BTS Dota 2 Online
5458126767,1591502433,true,95,103110865,BTS Dota 2 Online
5458146682,1591503439,true,56,170639894,Asian DOTA2 Gold Occupation  Competition
5458146682,1591503439,true,86,152707258,Asian DOTA2 Gold Occupation  Competition
5458146682,1591503439,true,70,381836070,Asian DOTA2 Gold Occupation  Competition
5458146682,1591503439,true,84,144862244,Asian DOTA2 Gold Occupation  Competition
5458146682,1591503439,true,25,276941706,Asian DOTA2 Gold Occupation  Competition
5458146682,1591503439,false,126,397740756,Asian DOTA2 Gold Occupation  Competition
5458146682,1591503439,false,66,397025016,Asian DOTA2 Gold Occupation  Competition
5458146682,1591503439,false,87,1048431936,Asian DOTA2 Gold Occupation  Competition
5458146682,1591503439,false,46,261192588,Asian DOTA2 Gold Occupation  Competition
5458146682,1591503439,false,85,293705213,Asian DOTA2 Gold Occupation  Competition
5458175957,1591505014,true,30,3940262,World E-sports Legendary League
5458175957,1591505014,true,121,155494381,World E-sports Legendary League
5458175957,1591505014,true,49,164532005,World E-sports Legendary League
5458175957,1591505014,true,77,152545459,World E-sports Legendary League
5458175957,1591505014,true,38,87012746,World E-sports Legendary League
5458175957,1591505014,false,51,320207650,World E-sports Legendary League
5458175957,1591505014,false,126,74168980,World E-sports Legendary League
5458175957,1591505014,false,10,169416589,World E-sports Legendary League
5458175957,1591505014,false,58,224568561,World E-sports Legendary League
5458175957,1591505014,false,40,220219886,World E-sports Legendary League
5458199770,1591506195,true,104,377420354,Asian DOTA2 Gold Occupation  Competition
5458199770,1591506195,true,21,1057451623,Asian DOTA2 Gold Occupation  Competition
5458199770,1591506195,true,8,244058707,Asian DOTA2 Gold Occupation  Competition
5458199770,1591506195,true,110,234075689,Asian DOTA2 Gold Occupation  Competition
5458199770,1591506195,true,83,908221052,Asian DOTA2 Gold Occupation  Competition
5458199770,1591506195,false,90,132315437,Asian DOTA2 Gold Occupation  Competition
5458199770,1591506195,false,129,397480648,Asian DOTA2 Gold Occupation  Competition
5458199770,1591506195,false,60,178177481,Asian DOTA2 Gold Occupation  Competition
5458199770,1591506195,false,46,191364625,Asian DOTA2 Gold Occupation  Competition
5458199770,1591506195,false,52,397073989,Asian DOTA2 Gold Occupation  Competition
5458205266,1591506577,true,110,103296177,Vulcan Champion League III
5458205266,1591506577,true,17,138522697,Vulcan Champion League III
5458205266,1591506577,true,120,145957968,Vulcan Champion League III
5458205266,1591506577,true,80,227657377,Vulcan Champion League III
5458205266,1591506577,true,21,136700299,Vulcan Champion League III
5458205266,1591506577,false,2,141065684,Vulcan Champion League III
5458205266,1591506577,false,10,1085868044,Vulcan Champion League III
5458205266,1591506577,false,13,101968048,Vulcan Champion League III
5458205266,1591506577,false,66,151550803,Vulcan Champion League III
5458205266,1591506577,false,9,169672157,Vulcan Champion League III
5458211883,1591506758,true,28,184950344,BTS Dota 2 Online
5458211883,1591506758,true,106,94281932,BTS Dota 2 Online
5458211883,1591506758,true,84,136829091,BTS Dota 2 Online
5458211883,1591506758,true,10,132309493,BTS Dota 2 Online
5458211883,1591506758,true,9,121404228,BTS Dota 2 Online
5458211883,1591506758,false,110,89603649,BTS Dota 2 Online
5458211883,1591506758,false,46,118233883,BTS Dota 2 Online
5458211883,1591506758,false,104,91644707,BTS Dota 2 Online
5458211883,1591506758,false,13,343084576,BTS Dota 2 Online
5458211883,1591506758,false,32,103110865,BTS Dota 2 Online
5458221461,1591507215,true,7,345803031,ONE Esports Dota 2 SEA League
5458221461,1591507215,true,43,192914280,ONE Esports Dota 2 SEA League
5458221461,1591507215,true,83,148526973,ONE Esports Dota 2 SEA League
5458221461,1591507215,true,19,324277900,ONE Esports Dota 2 SEA League
5458221461,1591507215,true,53,100594231,ONE Esports Dota 2 SEA League
5458221461,1591507215,false,106,196931374,ONE Esports Dota 2 SEA League
5458221461,1591507215,false,20,332232914,ONE Esports Dota 2 SEA League
5458221461,1591507215,false,50,129645604,ONE Esports Dota 2 SEA League
5458221461,1591507215,false,94,126598297,ONE Esports Dota 2 SEA League
5458221461,1591507215,false,110,206144913,ONE Esports Dota 2 SEA League
5458256233,1591509129,true,65,141065684,Vulcan Champion League III
5458256233,1591509129,true,44,1085868044,Vulcan Champion League III
5458256233,1591509129,true,126,101968048,Vulcan Champion League III
5458256233,1591509129,true,121,151550803,Vulcan Champion League III
5458256233,1591509129,true,7,169672157,Vulcan Champion League III
5458256233,1591509129,false,103,103296177,Vulcan Champion League III
5458256233,1591509129,false,13,138522697,Vulcan Champion League III
5458256233,1591509129,false,38,145957968,Vulcan Champion League III
5458256233,1591509129,false,48,227657377,Vulcan Champion League III
5458256233,1591509129,false,5,136700299,Vulcan Champion League III
5458259162,1591509269,true,120,397480648,Asian DOTA2 Gold Occupation  Competition
5458259162,1591509269,true,19,191364625,Asian DOTA2 Gold Occupation  Competition
5458259162,1591509269,true,23,178177481,Asian DOTA2 Gold Occupation  Competition
5458259162,1591509269,true,90,132315437,Asian DOTA2 Gold Occupation  Competition
5458259162,1591509269,true,13,397073989,Asian DOTA2 Gold Occupation  Competition
5458259162,1591509269,false,5,377420354,Asian DOTA2 Gold Occupation  Competition
5458259162,1591509269,false,86,1057451623,Asian DOTA2 Gold Occupation  Competition
5458259162,1591509269,false,95,244058707,Asian DOTA2 Gold Occupation  Competition
5458259162,1591509269,false,97,908221052,Asian DOTA2 Gold Occupation  Competition
5458259162,1591509269,false,56,234075689,Asian DOTA2 Gold Occupation  Competition
