mid,time,radiant_team,dire_team,radiant_win
5506086411,2020-07-10 02:47:00,"22,6,53,5,81","74,1,126,63,64",False
5506086211,2020-07-10 02:46:55,"83,11,27,8,29","86,21,98,120,1",False
5506085511,2020-07-10 02:46:20,"62,102,31,39,93","100,12,104,74,79",True
5506085403,2020-07-10 02:46:15,"28,22,112,12,10","36,19,114,84,93",False
5506085115,2020-07-10 02:45:56,"22,26,17,41,47","74,44,108,119,111",False
5506084916,2020-07-10 02:45:35,"100,39,74,48,71","21,90,13,32,10",False
5506084901,2020-07-10 02:45:41,"74,126,12,91,3","52,110,80,51,60",True
5506083809,2020-07-10 02:44:15,"90,112,67,81,98","9,106,26,35,129",True
5506083702,2020-07-10 02:44:25,"70,75,97,37,74","14,22,102,104,35",False
5506083214,2020-07-10 02:43:56,"93,31,30,40,80","42,4,65,86,112",False
5506082515,2020-07-10 02:43:16,"90,106,108,2,54","36,46,37,70,31",False
5506081518,2020-07-10 02:42:10,"26,41,90,16,76","91,74,13,29,70",True
5506081214,2020-07-10 02:41:56,"71,32,11,13,26","33,56,86,21,112",True
5506081209,2020-07-10 02:41:50,"8,45,76,63,128","58,64,17,1,104",False
5506081103,2020-07-10 02:41:45,"73,39,70,27,23","35,129,49,95,79",True
5506080704,2020-07-10 02:41:20,"14,93,120,83,36","9,72,46,28,87",True
5506080613,2020-07-10 02:41:16,"17,31,38,93,39","32,91,19,128,12",True
5506080417,2020-07-10 02:41:05,"99,13,45,42,25","83,87,1,8,51",False
5506080110,2020-07-10 02:40:39,"112,114,7,70,56","62,46,2,87,54",False
5506079707,2020-07-10 02:40:11,"104,30,63,39,19","64,66,120,21,77",False
5506079609,2020-07-10 02:40:14,"20,107,109,74,2","5,27,120,114,42",False
5506079608,2020-07-10 02:40:14,"12,102,99,121,17","91,40,73,70,27",False
5506078715,2020-07-10 02:39:05,"10,82,96,27,14","74,12,110,51,112",False
5506077802,2020-07-10 02:38:20,"14,76,32,31,99","70,22,108,27,61",True
5506077419,2020-07-10 02:37:55,"21,109,3,129,22","13,28,30,70,9",True
5506077311,2020-07-10 02:37:56,"18,25,114,27,8","98,106,15,51,26",True
5506077219,2020-07-10 02:37:51,"120,5,9,94,93","59,45,7,50,21",True
5506077113,2020-07-10 02:37:39,"13,93,70,63,3","111,80,51,25,10",True
5506077112,2020-07-10 02:37:35,"31,76,74,63,45","8,30,51,13,96",True
5506076513,2020-07-10 02:37:01,"70,107,5,39,7","73,109,129,14,9",False
5506076502,2020-07-10 02:37:05,"6,3,44,104,25","41,21,105,121,69",True
5506076113,2020-07-10 02:36:44,"21,13,3,39,15","45,1,110,14,108",False
5506075905,2020-07-10 02:36:24,"114,9,31,44,104","70,106,26,5,23",True
5506075709,2020-07-10 02:36:14,"48,82,9,96,30","74,104,35,87,109",False
5506075606,2020-07-10 02:36:09,"80,39,14,120,87","121,41,25,105,53",True
5506075312,2020-07-10 02:35:55,"64,49,6,11,51","62,120,84,40,17",True
5506075012,2020-07-10 02:35:29,"6,13,128,20,11","70,121,10,53,63",True
5506074918,2020-07-10 02:35:15,"31,14,104,67,46","87,80,86,51,1",False
5506074915,2020-07-10 02:34:59,"21,23,14,1,25","67,39,90,45,7",False
5506074215,2020-07-10 02:34:45,"129,7,81,109,83","60,90,45,42,86",False
5506074205,2020-07-10 02:34:39,"61,42,64,30,69","105,1,10,9,36",False
5506074003,2020-07-10 02:34:20,"84,102,100,106,44","10,63,39,91,107",True
5506073617,2020-07-10 02:34:09,"63,128,106,30,38","121,28,70,110,47",True
5506073515,2020-07-10 02:33:54,"7,110,42,10,20","109,120,83,129,91",True
5506073316,2020-07-10 02:33:49,"109,104,9,30,34","5,72,7,120,44",True
5506072511,2020-07-10 02:32:49,"128,16,112,11,67","121,56,110,129,70",False
5506072507,2020-07-10 02:32:29,"110,60,64,8,46","62,34,53,93,31",True
5506071401,2020-07-10 02:31:53,"62,72,29,17,110","3,42,25,20,106",False
5506071400,2020-07-10 02:31:53,"39,88,76,37,48","67,70,91,126,87",True
5506070008,2020-07-10 02:30:28,"25,3,43,16,95","52,67,99,22,128",False
5506069912,2020-07-10 02:30:24,"64,126,107,80,70","5,21,11,105,56",True
5506069810,2020-07-10 02:30:19,"23,22,67,51,86","31,30,36,80,70",True
5506069807,2020-07-10 02:30:18,"51,35,110,36,111","91,93,62,29,106",True
5506069413,2020-07-10 02:29:53,"86,65,5,1,74","95,111,9,78,56",False
5506069212,2020-07-10 02:29:43,"111,107,96,106,53","2,5,86,17,1",True
5506068702,2020-07-10 02:28:50,"51,59,44,53,110","18,96,58,14,80",True
5506068203,2020-07-10 02:28:28,"37,10,120,84,34","30,27,46,109,51",True
5506068001,2020-07-10 02:28:19,"4,67,87,128,96","19,104,86,70,84",True
5506067800,2020-07-10 02:28:14,"20,106,119,84,1","93,25,13,80,40",True
5506067610,2020-07-10 02:28:05,"56,7,38,70,92","104,42,65,5,39",True
5506067505,2020-07-10 02:27:55,"70,4,30,51,9","93,3,36,107,22",False
5506067400,2020-07-10 02:27:49,"5,70,9,22,126","17,64,111,87,8",True
5506067312,2020-07-10 02:27:43,"25,61,2,106,14","33,41,64,76,110",False
5506067212,2020-07-10 02:27:39,"60,66,70,63,13","120,12,58,39,19",False
5506066903,2020-07-10 02:27:23,"13,104,86,54,9","60,17,83,64,1",False
5506066317,2020-07-10 02:26:44,"120,11,77,92,35","14,111,45,8,63",True
5506066210,2020-07-10 02:26:18,"26,18,58,6,17","9,120,7,93,53",False
5506066004,2020-07-10 02:26:29,"9,22,84,44,65","17,28,119,21,8",False
5506065900,2020-07-10 02:26:18,"7,30,8,53,36","2,87,93,86,17",True
5506064506,2020-07-10 02:24:54,"67,85,35,129,39","84,49,2,8,14",True
5506064206,2020-07-10 02:24:39,"32,84,1,104,26","70,10,68,3,99",True
5506063914,2020-07-10 02:24:13,"54,110,83,17,26","22,93,58,25,16",False
5506063314,2020-07-10 02:23:34,"51,23,84,1,5","129,31,79,44,21",True
5506062913,2020-07-10 02:23:13,"14,104,67,72,30","42,92,126,3,39",False
5506062617,2020-07-10 02:22:48,"9,104,3,76,93","30,51,96,94,8",True
5506062615,2020-07-10 02:22:48,"58,109,13,128,46","19,73,53,21,129",False
5506062504,2020-07-10 02:22:53,"17,64,7,27,8","112,26,38,25,41",True
5506062418,2020-07-10 02:22:43,"53,12,128,30,103","1,80,21,5,60",False
5506061613,2020-07-10 02:21:54,"21,31,35,2,22","83,49,121,67,43",True
5506061505,2020-07-10 02:21:28,"62,36,44,106,129","11,42,5,108,53",False
5506061416,2020-07-10 02:21:34,"5,21,10,53,14","88,34,56,8,112",True
5506061401,2020-07-10 02:21:39,"17,86,25,33,12","62,106,7,11,3",True
5506061201,2020-07-10 02:21:14,"75,14,97,8,106","128,12,36,90,11",True
5506061111,2020-07-10 02:21:23,"101,9,39,48,65","45,83,67,3,129",False
5506061018,2020-07-10 02:21:19,"83,104,45,62,1","37,42,114,51,101",True
5506060819,2020-07-10 02:21:07,"86,67,96,13,25","70,85,36,39,126",False
5506060505,2020-07-10 02:20:33,"97,109,75,65,20","22,41,51,39,64",False
5506060011,2020-07-10 02:20:17,"45,120,17,94,87","93,68,28,111,21",False
5506059608,2020-07-10 02:19:53,"7,64,31,93,17","8,86,22,83,40",True
5506059500,2020-07-10 02:19:48,"22,87,37,8,14","32,121,39,51,120",True
5506059200,2020-07-10 02:19:28,"27,12,51,42,14","26,93,106,21,5",False
5506059107,2020-07-10 02:19:22,"111,23,119,80,1","110,96,109,39,9",False
5506059010,2020-07-10 02:18:57,"11,87,21,41,35","120,121,76,39,44",True
5506058909,2020-07-10 02:19:12,"112,42,62,114,21","79,101,95,52,106",True
5506058417,2020-07-10 02:18:38,"46,96,1,3,120","51,53,4,67,63",False
5506058315,2020-07-10 02:18:37,"21,85,103,67,39","107,97,93,35,37",False
5506057708,2020-07-10 02:17:54,"91,45,8,41,13","93,31,70,51,39",False
5506057616,2020-07-10 02:17:52,"87,59,93,102,99","50,106,47,104,71",True
5506057210,2020-07-10 02:17:03,"7,39,126,95,23","48,49,106,19,66",True
5506057118,2020-07-10 02:17:22,"9,1,3,108,39","120,43,31,70,107",False
5506055114,2020-07-10 02:15:17,"35,128,1,59,22","54,83,49,9,79",True
5506055008,2020-07-10 02:15:08,"47,126,42,86,27","87,13,39,14,109",True
5506054903,2020-07-10 02:14:58,"22,129,64,93,100","99,8,126,27,26",True
5506054710,2020-07-10 02:14:56,"89,110,16,3,9","64,4,120,51,56",True
5506054706,2020-07-10 02:14:57,"9,21,114,74,70","83,13,94,28,112",True
5506054704,2020-07-10 02:14:52,"99,7,46,8,31","70,74,22,9,33",False
5506054515,2020-07-10 02:14:27,"4,2,39,27,85","96,35,42,63,75",False
5506054417,2020-07-10 02:14:13,"26,100,11,4,63","42,86,128,13,39",False
5506054315,2020-07-10 02:14:33,"35,80,13,103,84","22,70,7,53,110",False
5506054312,2020-07-10 02:14:33,"26,66,70,21,65","72,3,98,46,9",False
5506054018,2020-07-10 02:13:46,"21,44,52,55,30","28,66,6,27,43",True
5506053917,2020-07-10 02:14:12,"32,80,121,13,8","25,26,23,1,2",True
5506053816,2020-07-10 02:14:07,"21,5,4,83,8","109,19,13,39,119",True
5506053710,2020-07-10 02:14:02,"90,38,107,70,126","58,106,26,1,36",True
5506053309,2020-07-10 02:13:37,"60,7,11,8,30","51,86,70,17,79",True
5506053308,2020-07-10 02:13:33,"63,84,129,106,7","110,5,44,74,96",False
5506053202,2020-07-10 02:13:27,"64,52,39,74,6","121,9,21,12,126",True
5506052809,2020-07-10 02:12:53,"21,90,100,70,10","73,98,54,119,7",True
5506052709,2020-07-10 02:12:51,"67,62,87,21,53","88,39,54,66,13",True
5506052311,2020-07-10 02:12:21,"108,25,70,111,35","40,101,121,109,14",False
5506051909,2020-07-10 02:12:07,"48,26,99,17,21","12,14,97,9,119",True
5506051819,2020-07-10 02:12:07,"109,85,64,70,5","67,86,51,34,14",False
5506051608,2020-07-10 02:11:52,"52,2,95,27,39","12,29,106,121,86",True
5506051210,2020-07-10 02:11:06,"41,7,49,106,128","86,87,21,73,93",True
5506051114,2020-07-10 02:11:21,"56,114,2,111,44","52,30,110,107,8",False
5506051113,2020-07-10 02:11:21,"32,10,14,38,30","106,95,65,19,87",False
5506050515,2020-07-10 02:10:46,"1,105,126,120,87","102,39,67,101,37",True
5506050305,2020-07-10 02:10:32,"119,112,6,104,56","14,21,114,44,87",True
5506050112,2020-07-10 02:09:57,"129,114,53,119,1","60,26,106,41,13",True
5506049603,2020-07-10 02:09:47,"33,30,104,70,1","27,46,54,106,7",False
5506049601,2020-07-10 02:09:48,"90,21,34,16,8","102,72,36,83,30",True
5506048605,2020-07-10 02:08:52,"9,86,6,84,45","97,27,64,8,16",True
5506048317,2020-07-10 02:08:13,"67,112,121,17,97","50,93,4,63,40",False
5506048308,2020-07-10 02:08:32,"3,100,21,113,41","93,9,106,60,26",False
5506048215,2020-07-10 02:08:23,"2,44,31,19,21","26,39,1,97,53",False
5506048100,2020-07-10 02:08:01,"108,100,68,93,106","12,126,64,40,19",True
5506047608,2020-07-10 02:07:51,"7,6,60,120,21","20,64,53,19,70",True
5506047511,2020-07-10 02:07:46,"42,9,53,4,129","15,95,5,93,82",True
5506047507,2020-07-10 02:07:41,"121,78,26,106,49","39,3,13,62,126",False
5506046613,2020-07-10 02:06:47,"114,55,90,64,94","86,73,70,104,30",False
5506046405,2020-07-10 02:06:23,"8,36,64,69,90","93,7,27,40,94",True
5506046214,2020-07-10 02:06:33,"69,70,75,108,79","109,10,103,64,100",True
5506046211,2020-07-10 02:06:27,"106,2,67,30,75","31,29,6,104,21",True
5506044909,2020-07-10 02:05:06,"121,16,73,44,14","67,20,112,2,39",True
5506044814,2020-07-10 02:05:02,"22,47,23,84,42","68,41,30,38,104",True
5506044618,2020-07-10 02:04:27,"19,54,68,21,101","32,31,51,104,106",False
5506044507,2020-07-10 02:04:47,"21,9,13,42,3","106,128,39,40,126",True
5506044319,2020-07-10 02:04:08,"84,92,126,121,93","56,4,62,79,35",True
5506044100,2020-07-10 02:04:17,"58,93,129,106,107","67,39,98,9,87",True
5506043519,2020-07-10 02:03:51,"84,19,40,23,63","86,51,70,114,104",True
5506042916,2020-07-10 02:03:12,"39,99,70,121,110","18,112,82,14,65",True
5506042801,2020-07-10 02:03:07,"14,51,8,46,5","105,54,7,27,56",True
5506042405,2020-07-10 02:02:42,"51,121,106,8,26","5,36,67,63,14",False
5506041508,2020-07-10 02:01:45,"70,84,62,79,21","1,56,60,64,31",False
5506041406,2020-07-10 02:01:36,"83,36,74,95,104","120,53,19,102,103",True
5506040209,2020-07-10 02:00:31,"86,114,67,64,96","65,95,110,66,126",False
5506040119,2020-07-10 02:00:22,"23,128,84,93,70","88,39,44,21,14",True
5506040105,2020-07-10 02:00:22,"26,87,51,63,106","41,119,14,74,48",False
5506040015,2020-07-10 02:00:02,"39,8,37,38,44","95,78,43,3,105",False
5506039918,2020-07-10 02:00:06,"40,105,121,12,1","22,99,63,70,3",False
5506039901,2020-07-10 02:00:06,"95,5,61,65,2","30,93,87,120,11",True
5506039110,2020-07-10 01:59:15,"8,11,87,51,50","19,105,80,21,129",True
5506039013,2020-07-10 01:59:02,"19,56,48,74,100","93,99,9,73,7",True
5506038203,2020-07-10 01:58:26,"76,95,86,98,37","30,8,39,61,31",False
5506037501,2020-07-10 01:57:41,"50,67,128,36,95","46,114,14,30,71",True
5506037410,2020-07-10 01:57:05,"13,29,85,86,10","114,31,14,39,2",False
5506036715,2020-07-10 01:56:46,"44,108,80,30,5","120,114,9,119,53",True
5506036119,2020-07-10 01:56:21,"16,45,7,67,90","119,104,3,93,61",True
5506036016,2020-07-10 01:56:16,"8,94,14,96,95","1,108,7,10,101",False
5506035117,2020-07-10 01:55:11,"25,35,114,21,83","105,3,42,39,45",False
5506035018,2020-07-10 01:55:20,"37,33,42,4,98","86,5,104,70,22",False
5506034219,2020-07-10 01:54:32,"96,71,59,12,121","126,67,30,104,40",True
5506034211,2020-07-10 01:54:15,"41,74,2,128,5","21,53,22,81,104",True
5506034017,2020-07-10 01:54:10,"42,114,2,9,31","74,36,71,6,26",True
5506033716,2020-07-10 01:53:45,"14,34,62,8,13","106,64,101,104,12",False
5506033503,2020-07-10 01:53:16,"106,74,90,2,107","4,129,26,86,8",False
5506033418,2020-07-10 01:53:41,"31,70,86,129,50","38,101,89,3,39",False
5506033205,2020-07-10 01:53:15,"12,112,45,101,39","2,44,21,61,84",False
5506032804,2020-07-10 01:52:55,"2,11,53,3,106","62,38,92,44,64",False
5506031710,2020-07-10 01:52:00,"33,93,84,28,39","30,11,62,36,67",True
5506030318,2020-07-10 01:50:34,"41,113,64,5,2","74,9,102,70,87",True
5506030106,2020-07-10 01:50:25,"70,19,100,20,30","93,3,56,53,39",True
5506029410,2020-07-10 01:49:41,"84,35,42,21,120","13,9,83,49,67",True
5506029400,2020-07-10 01:49:41,"86,6,20,11,39","9,74,37,4,38",True
5506028804,2020-07-10 01:49:01,"36,87,107,40,42","126,80,31,67,35",False
5506028413,2020-07-10 01:48:45,"108,84,74,39,56","126,42,112,99,120",True
5506028318,2020-07-10 01:48:35,"72,39,48,112,83","7,36,3,106,80",False
5506027919,2020-07-10 01:48:06,"126,104,30,70,111","80,96,34,64,39",False
5506027814,2020-07-10 01:48:01,"26,79,41,25,110","1,17,87,126,120",False
5506027106,2020-07-10 01:47:29,"14,93,101,108,30","23,110,27,68,12",False
5506027018,2020-07-10 01:47:20,"93,14,44,64,112","88,8,114,39,86",False
5506027004,2020-07-10 01:47:26,"70,3,52,93,22","73,106,60,86,87",True
5506026103,2020-07-10 01:46:15,"89,96,39,68,53","100,59,6,19,26",True
5506026006,2020-07-10 01:46:15,"45,84,7,10,39","85,64,8,11,88",False
5506025702,2020-07-10 01:46:11,"101,121,10,113,21","34,84,5,93,19",False
5506025210,2020-07-10 01:45:29,"53,70,87,99,42","19,1,38,50,31",False
5506024715,2020-07-10 01:45:09,"9,36,59,14,44","13,56,87,46,19",False
5506024208,2020-07-10 01:44:44,"30,86,70,106,36","7,13,129,110,10",False
5506024011,2020-07-10 01:44:34,"8,48,35,81,53","126,26,67,37,105",True
5506023912,2020-07-10 01:44:21,"101,89,7,10,31","114,91,12,26,36",False
5506023812,2020-07-10 01:44:19,"21,129,6,5,107","28,126,97,112,12",True
5506023719,2020-07-10 01:44:16,"111,42,36,13,40","100,65,126,5,93",True
5506023713,2020-07-10 01:44:10,"67,121,69,31,39","20,110,34,38,73",True
5506023712,2020-07-10 01:44:09,"44,11,75,7,33","17,94,26,14,100",False
5506023302,2020-07-10 01:43:16,"12,22,60,111,63","37,17,70,121,126",True
5506022910,2020-07-10 01:43:20,"110,40,109,30,11","121,39,45,65,41",True
5506022514,2020-07-10 01:42:59,"30,86,129,106,32","46,79,42,7,21",False
5506022417,2020-07-10 01:43:01,"10,19,11,55,7","14,4,33,67,5",True
5506022318,2020-07-10 01:42:40,"67,14,25,104,30","114,47,53,2,86",True
5506022301,2020-07-10 01:42:49,"70,106,39,40,119","121,74,7,54,20",True
5506022215,2020-07-10 01:42:50,"85,37,93,39,22","7,14,129,30,1",False
5506022207,2020-07-10 01:42:35,"7,50,39,96,32","64,41,2,126,25",False
5506021518,2020-07-10 01:42:05,"80,88,27,14,1","54,51,111,97,74",False
5506020806,2020-07-10 01:41:10,"62,102,70,21,8","7,94,106,18,75",True
5506020604,2020-07-10 01:41:09,"119,43,111,69,8","31,80,126,129,51",True
5506020314,2020-07-10 01:40:50,"120,119,87,109,121","128,56,75,34,7",False
5506020311,2020-07-10 01:40:45,"113,29,64,105,44","128,7,89,34,20",True
5506020307,2020-07-10 01:40:59,"50,2,26,93,32","111,35,129,107,10",False
5506020305,2020-07-10 01:40:55,"7,42,79,84,40","104,70,35,86,90",False
5506020106,2020-07-10 01:40:39,"49,1,5,101,57","3,50,73,54,41",True
5506019902,2020-07-10 01:40:14,"14,85,17,126,1","96,7,87,46,41",False
5506019815,2020-07-10 01:40:20,"23,80,75,100,36","110,2,119,39,89",False
5506019301,2020-07-10 01:39:55,"99,5,44,93,85","37,52,70,67,120",False
5506019017,2020-07-10 01:39:45,"47,26,15,73,63","69,18,114,121,110",True
5506018903,2020-07-10 01:39:34,"18,3,84,28,53","99,7,46,121,8",True
5506018604,2020-07-10 01:39:18,"32,14,65,64,104","39,103,11,1,37",False
5506018202,2020-07-10 01:38:54,"42,2,101,104,25","39,50,32,29,21",False
5506017816,2020-07-10 01:38:34,"99,107,48,5,6","23,79,7,17,84",True
5506017807,2020-07-10 01:38:20,"62,83,27,8,11","110,5,36,32,45",False
5506016919,2020-07-10 01:37:41,"37,14,38,35,81","93,5,74,96,62",False
5506016812,2020-07-10 01:37:03,"8,37,84,74,4","27,25,10,34,47",True
5506015011,2020-07-10 01:35:49,"104,26,21,76,70","86,80,98,64,10",False
5506014716,2020-07-10 01:35:29,"86,64,70,77,47","62,73,9,121,42",True
5506014400,2020-07-10 01:35:08,"50,22,64,41,126","106,32,39,129,84",False
5506014203,2020-07-10 01:35:05,"112,35,14,10,2","86,70,11,95,79",True
5506014201,2020-07-10 01:35:05,"56,12,30,63,86","11,41,107,50,25",True
5506014012,2020-07-10 01:34:39,"51,17,29,8,22","36,67,112,21,27",False
5506013802,2020-07-10 01:34:39,"43,109,19,86,64","32,25,39,44,42",False
5506013314,2020-07-10 01:34:10,"7,46,16,70,64","50,35,107,106,129",True
5506013217,2020-07-10 01:34:10,"104,74,9,31,93","30,126,67,39,25",True
5506013011,2020-07-10 01:33:53,"12,108,106,14,84","21,67,114,30,26",True
5506012911,2020-07-10 01:33:38,"84,10,59,110,86","44,69,17,66,74",True
5506012617,2020-07-10 01:33:15,"85,51,70,40,39","86,31,65,19,12",True
5506012505,2020-07-10 01:33:15,"87,86,18,11,29","50,12,47,34,26",True
5506012000,2020-07-10 01:32:58,"14,64,41,107,13","9,80,120,5,70",False
5506011904,2020-07-10 01:32:39,"14,49,47,64,13","86,21,3,39,95",True
5506011711,2020-07-10 01:32:43,"22,104,18,114,120","26,10,2,97,74",True
5506011011,2020-07-10 01:31:54,"64,104,35,3,42","129,94,9,95,68",True
5506010900,2020-07-10 01:31:38,"67,121,7,34,39","83,95,11,9,98",True
5506010611,2020-07-10 01:31:39,"20,104,44,2,62","75,1,26,108,82",True
5506010603,2020-07-10 01:31:34,"107,114,1,112,19","32,73,31,2,121",True
5506010303,2020-07-10 01:31:18,"56,54,100,92,53","12,31,7,46,120",False
5506009803,2020-07-10 01:30:53,"1,86,126,7,106","111,39,102,14,67",False
5506009516,2020-07-10 01:30:38,"20,9,52,120,48","39,14,47,41,53",False
5506009501,2020-07-10 01:30:28,"126,90,21,48,52","2,9,100,6,30",False
5506009414,2020-07-10 01:30:09,"48,80,35,21,75","6,10,101,7,37",False
5506009318,2020-07-10 01:30:24,"11,4,41,101,64","107,70,121,17,67",False
5506009304,2020-07-10 01:30:19,"9,42,98,39,27","46,31,7,78,12",True
5506008915,2020-07-10 01:29:53,"105,51,64,10,82","112,39,95,30,36",False
5506008803,2020-07-10 01:29:53,"53,9,37,99,10","128,26,73,49,54",True
5506008512,2020-07-10 01:29:28,"2,70,111,34,21","36,68,106,86,129",True
5506008313,2020-07-10 01:29:18,"14,112,98,53,106","21,36,7,12,90",False
5506007816,2020-07-10 01:28:49,"39,7,84,109,11","112,111,70,76,20",True
5506007407,2020-07-10 01:28:33,"19,42,3,106,104","71,69,8,31,56",True
5506007304,2020-07-10 01:28:28,"14,109,63,112,101","111,76,18,7,47",True
5506007209,2020-07-10 01:28:19,"56,42,101,19,3","5,100,7,44,70",False
5506007104,2020-07-10 01:28:04,"51,27,80,48,21","70,64,75,7,11",True
5506006605,2020-07-10 01:27:28,"126,25,42,110,87","11,68,120,67,119",True
5506006512,2020-07-10 01:27:29,"21,70,119,108,31","104,93,73,100,84",True
5506005919,2020-07-10 01:27:03,"42,46,22,9,39","8,40,101,7,17",True
5506005913,2020-07-10 01:26:59,"90,23,62,1,2","76,3,121,28,93",False
5506005719,2020-07-10 01:26:54,"83,53,70,39,106","19,120,17,8,23",False
5506005616,2020-07-10 01:26:48,"64,108,92,67,9","102,50,7,44,21",True
5506005208,2020-07-10 01:25:54,"84,13,110,48,45","70,128,39,68,96",True
5506004901,2020-07-10 01:26:03,"114,28,87,74,42","70,86,96,112,73",True
5506004805,2020-07-10 01:25:53,"31,109,2,9,71","84,20,114,67,87",False
5506004600,2020-07-10 01:25:43,"38,3,83,67,9","19,109,69,111,74",True
5506004508,2020-07-10 01:25:33,"96,31,106,95,7","90,129,21,8,39",True
5506004413,2020-07-10 01:25:29,"13,19,9,68,53","121,31,1,39,99",False
5506004204,2020-07-10 01:25:23,"19,25,87,35,104","60,11,120,22,86",True
5506004102,2020-07-10 01:25:19,"91,26,48,74,53","83,8,39,3,21",True
5506003908,2020-07-10 01:25:08,"46,88,3,98,42","86,12,66,59,104",False
5506003110,2020-07-10 01:24:03,"74,6,68,15,5","84,67,97,71,69",True
5506002800,2020-07-10 01:23:54,"84,83,10,36,53","37,27,70,104,21",True
5506002605,2020-07-10 01:23:37,"74,9,2,4,66","41,30,25,126,104",True
5506002304,2020-07-10 01:23:32,"36,84,21,74,8","10,120,45,39,62",True
5506002114,2020-07-10 01:23:23,"106,9,68,48,93","110,40,49,109,112",True
5506001915,2020-07-10 01:23:12,"47,16,23,30,67","7,1,79,120,108",True
5506001810,2020-07-10 01:22:53,"71,121,39,93,102","29,87,76,95,56",True
5506001803,2020-07-10 01:23:03,"110,40,74,1,79","56,120,106,101,112",True
5506001606,2020-07-10 01:22:37,"53,12,26,106,100","10,74,7,128,38",True
5506001513,2020-07-10 01:22:48,"14,53,11,112,10","3,28,46,37,89",True
5506000812,2020-07-10 01:22:07,"107,96,41,82,86","70,22,20,59,27",False
5506000319,2020-07-10 01:21:43,"54,96,50,26,94","2,38,1,52,14",False
5505999705,2020-07-10 01:21:07,"93,19,53,50,78","1,27,60,120,7",True
5505999401,2020-07-10 01:20:43,"31,16,46,54,111","97,86,42,68,120",False
5505999316,2020-07-10 01:20:38,"38,86,44,4,26","3,39,95,25,47",True
5505999204,2020-07-10 01:20:32,"64,55,71,78,67","9,59,120,18,111",False
5505997510,2020-07-10 01:18:58,"21,9,30,34,1","41,53,68,112,69",True
5505997306,2020-07-10 01:18:37,"10,5,35,54,108","110,96,67,30,46",True
5505997216,2020-07-10 01:18:38,"26,39,70,25,129","109,46,96,107,128",False
5505996901,2020-07-10 01:17:58,"47,26,39,86,67","7,31,70,25,21",False
5505996612,2020-07-10 01:18:07,"105,41,60,107,17","39,63,69,3,70",False
5505996319,2020-07-10 01:17:52,"98,86,67,112,9","68,38,7,41,39",False
5505996017,2020-07-10 01:17:33,"42,91,5,120,3","95,86,99,65,92",False
5505995901,2020-07-10 01:17:27,"112,9,8,104,6","60,39,50,67,64",False
5505995713,2020-07-10 01:17:18,"74,105,37,10,108","4,128,12,110,112",True
5505995414,2020-07-10 01:17:03,"96,104,128,3,109","64,86,95,10,8",True
5505995209,2020-07-10 01:16:46,"9,7,74,70,31","27,8,120,113,21",False
5505994710,2020-07-10 01:16:22,"86,16,93,3,11","45,51,108,31,67",False
5505994615,2020-07-10 01:16:18,"67,35,17,27,91","53,5,126,62,93",False
5505994600,2020-07-10 01:16:02,"35,20,106,97,95","3,1,83,46,39",False
5505994502,2020-07-10 01:16:07,"119,111,8,21,59","110,35,97,54,87",False
5505994417,2020-07-10 01:16:06,"14,74,23,121,6","99,22,35,109,111",True
5505994207,2020-07-10 01:15:43,"55,2,39,114,87","96,26,59,58,1",False
5505993509,2020-07-10 01:15:17,"60,11,41,14,73","126,49,75,109,17",True
5505993211,2020-07-10 01:15:02,"30,39,99,35,1","68,62,129,42,101",True
5505993204,2020-07-10 01:14:42,"129,67,10,121,27","39,20,51,93,91",False
5505993000,2020-07-10 01:14:52,"53,43,92,41,7","51,64,55,73,70",False
5505991907,2020-07-10 01:13:48,"110,35,104,20,114","79,9,120,108,54",True
5505991809,2020-07-10 01:13:47,"60,22,99,84,106","44,119,43,30,39",True
5505991118,2020-07-10 01:13:07,"126,53,23,26,3","9,13,109,22,20",True
5505991011,2020-07-10 01:12:47,"100,35,31,19,95","42,2,51,86,17",False
5505990919,2020-07-10 01:12:52,"7,128,12,23,112","110,39,64,93,26",False
5505990603,2020-07-10 01:12:41,"39,1,79,98,73","110,14,23,70,128",False
5505990411,2020-07-10 01:12:26,"8,29,87,53,64","5,69,1,14,74",True
5505990100,2020-07-10 01:12:13,"53,129,79,4,83","39,61,72,3,9",False
5505989311,2020-07-10 01:11:21,"121,10,34,51,35","64,53,13,63,8",True
5505989113,2020-07-10 01:11:17,"54,4,77,13,105","3,20,104,92,101",True
5505989013,2020-07-10 01:11:11,"44,51,101,33,10","61,129,21,66,70",True
5505988910,2020-07-10 01:11:06,"119,35,1,47,2","42,63,10,13,25",True
5505988500,2020-07-10 01:10:47,"126,60,68,14,41","30,7,44,39,27",False
5505987814,2020-07-10 01:10:08,"106,27,53,8,14","11,16,36,25,26",True
5505987708,2020-07-10 01:09:52,"3,112,114,86,106","11,51,84,128,70",True
5505987003,2020-07-10 01:09:22,"41,39,14,3,126","65,59,100,31,106",True
5505986204,2020-07-10 01:08:37,"31,100,93,112,49","2,42,9,3,70",True
5505986115,2020-07-10 01:08:12,"1,65,39,9,87","40,12,17,35,7",True
5505985216,2020-07-10 01:07:47,"77,78,64,40,119","44,39,9,5,69",False
5505985215,2020-07-10 01:07:47,"126,41,31,96,40","121,120,39,25,70",True
5505985205,2020-07-10 01:07:52,"53,39,87,70,36","67,45,51,108,3",False
